sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,cost,country_of_manufacture,description,fcc_attribute,gallery,gift_message_available,harmonizedcode_attribute,image,image_label,is_bestseller,is_new,is_sale,item_height,item_length,item_width,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,msrp,msrp_enabled,nafta_attribute,name,price,ready_to_ship,required_options,short_description,sip_attribute,size,small_image,small_image_label,special_from_date,status,tax_class_id,textileindicator_attribute,textileman_attribute,thumbnail,thumbnail_label,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
ZOR973365-PLHP-830724000921,,Default,simple,Health & Beauty,Main Category,base,,,"This plant based treatment is exceptionally effective. Pureté nourishes and repairs all your damaged skin layers by ensuring the proper functioning of keratinocytes and fibroblasts. Designed for acne-prone sensitive skin, pureté calms irritated skin and soothes redness, giving you a fresh and radiant complexion.",,,,,/product_image/ZOR/ZOR973365-PLHP-830724000921.jpg,/product_image/ZOR/ZOR973365-PLHP-830724000921.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Natural, Purete, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Natural, Purete, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",Purete-skin perfector night care,58.5,Yes,,Purete-skin perfector night care,38.52,,,"Natural, Purete, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,30 ml,/product_image/ZOR/ZOR973365-PLHP-830724000921.jpg,/product_image/ZOR/ZOR973365-PLHP-830724000921.jpg,,1,6,,,/product_image/ZOR/ZOR973365-PLHP-830724000921.jpg,/product_image/ZOR/ZOR973365-PLHP-830724000921.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973365-PLHP-830724000921.jpg,Purete-skin perfector night care,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973405-PLHP-830724000471,,Default,simple,Health & Beauty,Main Category,base,,,"Reliable reproduction of the silky and natural female lubricant, BIOlala! is soft, pleasant and non-sticky. Furthermore, thanks to its unique formula of organic active ingredients, BIOlala! increases comfort and sensations during all your sensual and sexual activities. Furthermore, thanks to its moisturizing not sticky texture, BIOlala! can be used as a massage gel during your sensual moments!",,,,,/product_image/ZOR/ZOR973405-PLHP-830724000471.jpg,/product_image/ZOR/ZOR973405-PLHP-830724000471.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Hydrates, nourishes, and protects intimate areas, Strawberry Flavor, Organic, Skin Care Products, Vegan, Gluten Free","Hydrates, nourishes, and protects intimate areas, Strawberry Flavor, Organic, Skin Care Products, Vegan, Gluten Free",Biolala-Lubricant Strawberry,42.9,Yes,,Biolala-Lubricant Strawberry,28.29,,,"Hydrates, nourishes, and protects intimate areas, Strawberry Flavor, Organic, Skin Care Products, Vegan, Gluten Free",,70 ml,/product_image/ZOR/ZOR973405-PLHP-830724000471.jpg,/product_image/ZOR/ZOR973405-PLHP-830724000471.jpg,,1,6,,,/product_image/ZOR/ZOR973405-PLHP-830724000471.jpg,/product_image/ZOR/ZOR973405-PLHP-830724000471.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973405-PLHP-830724000471.jpg,Biolala-Lubricant Strawberry,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973410-PLHP-830724000464,,Default,simple,Health & Beauty,Main Category,base,,,"BIOlala! reliably replicates the natural female lubricant, reproducing its silky. soft and pleasant texture without the stickiness. With its unique formula of organic active ingredients, BIOlala! enhances comfort and pleasure during all your intimite moments. And thanks to its moisturizing non-sticky texture, BIOlala! can be used as a sensual massage gel!",,,,,/product_image/ZOR/ZOR973410-PLHP-830724000464.jpg,/product_image/ZOR/ZOR973410-PLHP-830724000464.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Hydrates, nourishes, and protects intimate areas, Creme Caramel Flavor, Organic, Skin Care Products, Vegan, Gluten Free","Hydrates, nourishes, and protects intimate areas, Creme Caramel Flavor, Organic, Skin Care Products, Vegan, Gluten Free",Biolala-Lubricant Creme Caramel,32.5,Yes,,Biolala-Lubricant Creme Caramel,20.74,,,"Hydrates, nourishes, and protects intimate areas, Creme Caramel Flavor, Organic, Skin Care Products, Vegan, Gluten Free",,70 ml,/product_image/ZOR/ZOR973410-PLHP-830724000464.jpg,/product_image/ZOR/ZOR973410-PLHP-830724000464.jpg,,1,6,,,/product_image/ZOR/ZOR973410-PLHP-830724000464.jpg,/product_image/ZOR/ZOR973410-PLHP-830724000464.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973410-PLHP-830724000464.jpg,Biolala-Lubricant Creme Caramel,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973415-PLHP-830724001102,,Default,simple,Health & Beauty,Main Category,base,,,"Reliable reproduction of the silky and natural female lubricant, BIOlala! is soft, pleasant and non-sticky. Furthermore, thanks to its unique formula of organic active ingredients, BIOlala! increases comfort and sensations during all your sensual and sexual activities.",,,,,/product_image/ZOR/ZOR973415-PLHP-830724001102.jpg,/product_image/ZOR/ZOR973415-PLHP-830724001102.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Hydrates, nourishes, and protects intimate areas, Natural, Organic, Skin Care Products, Vegan, Gluten Free","Hydrates, nourishes, and protects intimate areas, Natural, Organic, Skin Care Products, Vegan, Gluten Free",Biolala - Natural lubricant,84.5,Yes,,Biolala - Natural lubricant,56.59,,,"Hydrates, nourishes, and protects intimate areas, Natural, Organic, Skin Care Products, Vegan, Gluten Free",,70 ml,/product_image/ZOR/ZOR973415-PLHP-830724001102.jpg,/product_image/ZOR/ZOR973415-PLHP-830724001102.jpg,,1,6,,,/product_image/ZOR/ZOR973415-PLHP-830724001102.jpg,/product_image/ZOR/ZOR973415-PLHP-830724001102.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973415-PLHP-830724001102.jpg,Biolala - Natural lubricant,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973450-PLHP-830724000365,,Default,simple,Health & Beauty,Main Category,base,,,"Rich and light, this Argan oil-based hand cream rapidly penetrates skin without leaving greasyresidue. Argan oil paired with carthame oleosomes softens skin by fully and deeply moisturizing it and regenerates its youthful elasticity. Aya’s light and captivating texture will make your hands feel soft and supple to the touch and a pleasure to caress!",,,,,/product_image/ZOR/ZOR973450-PLHP-830724000365.jpg,/product_image/ZOR/ZOR973450-PLHP-830724000365.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Deep hydration, Aya, Pure Argan, Eco Friendly, Organic, Skin Care Products, Vegan, Gluten Free","Deep hydration, Aya, Pure Argan, Eco Friendly, Organic, Skin Care Products, Vegan, Gluten Free",Aya-Nourishing Hand Cream,71.5,Yes,,Aya-Nourishing Hand Cream,47.16,,,"Deep hydration, Aya, Pure Argan, Eco Friendly, Organic, Skin Care Products, Vegan, Gluten Free",,80 ml,/product_image/ZOR/ZOR973450-PLHP-830724000365.jpg,/product_image/ZOR/ZOR973450-PLHP-830724000365.jpg,,1,6,,,/product_image/ZOR/ZOR973450-PLHP-830724000365.jpg,/product_image/ZOR/ZOR973450-PLHP-830724000365.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973450-PLHP-830724000365.jpg,Aya-Nourishing Hand Cream,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973455-PLHP-830724000372,,Default,simple,Health & Beauty,Main Category,base,,,"This Argan and Baobab oil-based skin care cream repairs and promotes cell renewal. Acting as naturals fortifiers, Argan and Baobab oils strengthen and revitalize nails while leaving even the most damaged hands soft and supple ! Lya's molecular structure provides enveloping and protective care, making it excellent for both chapped and cracked hands. Lya also is also beneficial for eczema and psoriasis.",,,,,/product_image/ZOR/ZOR973455-PLHP-830724000372.jpg,/product_image/ZOR/ZOR973455-PLHP-830724000372.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Strengthens and revitalizes nails, Lya, Pure Argan, Eco Friendly, Organic, Skin Care Products, Vegan, Gluten Free","Strengthens and revitalizes nails, Lya, Pure Argan, Eco Friendly, Organic, Skin Care Products, Vegan, Gluten Free",Lya-Repair Cream Hands & Nails,25.67,Yes,,Lya-Repair Cream Hands & Nails,17.2,,,"Strengthens and revitalizes nails, Lya, Pure Argan, Eco Friendly, Organic, Skin Care Products, Vegan, Gluten Free",,80 ml,/product_image/ZOR/ZOR973455-PLHP-830724000372.jpg,/product_image/ZOR/ZOR973455-PLHP-830724000372.jpg,,1,6,,,/product_image/ZOR/ZOR973455-PLHP-830724000372.jpg,/product_image/ZOR/ZOR973455-PLHP-830724000372.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973455-PLHP-830724000372.jpg,Lya-Repair Cream Hands & Nails,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973500-PLHP-830724000860,,Default,simple,Health & Beauty,Main Category,base,,,"Made with Argan oil and Amber, this extraordinary face scrub will gently exfoliate even the most sensitive skin, leaving it softer and more radiant. Thanks to its amber micro-crystals, this brand-new product deeply clenses and lifts your skin to remove impurities and unclog pores . You’ll be impressed with the results! Your face will become softer and more radiant! A pleasure you’ll want to repeat often!",,,,,/product_image/ZOR/ZOR973500-PLHP-830724000860.jpg,/product_image/ZOR/ZOR973500-PLHP-830724000860.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Gently exfoliates skin, Xfoliambre, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Gently exfoliates skin, Xfoliambre, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",Xfoliambre-Facial Scrub,25.67,Yes,,Xfoliambre-Facial Scrub,17.2,,,"Gently exfoliates skin, Xfoliambre, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,100 ml,/product_image/ZOR/ZOR973500-PLHP-830724000860.jpg,/product_image/ZOR/ZOR973500-PLHP-830724000860.jpg,,1,6,,,/product_image/ZOR/ZOR973500-PLHP-830724000860.jpg,/product_image/ZOR/ZOR973500-PLHP-830724000860.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973500-PLHP-830724000860.jpg,Xfoliambre-Facial Scrub,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973505-PLHP-830724000884,,Default,simple,Health & Beauty,Main Category,base,,,Rozo exfoliates and deeply moisturizes the skin. Its sugar crystals eliminate impurities and dead cells leaving an extraodinary sense of purity and freshness. Recommended for sensitive skin.,,,,,/product_image/ZOR/ZOR973505-PLHP-830724000884.jpg,/product_image/ZOR/ZOR973505-PLHP-830724000884.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Energizes and cleanses the skin, Rozo, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Energizes and cleanses the skin, Rozo, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",Rozo-Body Scrub Soothe & Soften,25.67,Yes,,Rozo-Body Scrub Soothe & Soften,17.2,,,"Energizes and cleanses the skin, Rozo, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,200 ml,/product_image/ZOR/ZOR973505-PLHP-830724000884.jpg,/product_image/ZOR/ZOR973505-PLHP-830724000884.jpg,,1,6,,,/product_image/ZOR/ZOR973505-PLHP-830724000884.jpg,/product_image/ZOR/ZOR973505-PLHP-830724000884.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973505-PLHP-830724000884.jpg,Rozo-Body Scrub Soothe & Soften,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973550-PLHP-830724000563,,Default,simple,Health & Beauty,Main Category,base,,,"BB Cream is also know as a ""Beauty Balm"" Cream. It is a hybrid between a day cream and a foundation. It is also a 2 in 1 cream, or rather 7 in 1 in the case of Zorah's BBB Cream: BIOrganic Beauty Balm! Hydrates + Illuminates +Unifies + Mattifies + Corrects + Smoothens + Protects. With its light, non-greasy texture, BBB Cream is easy to apply, penetrates rapidly, and leaves a pleasant, refreshing feel.",,,,,/product_image/ZOR/ZOR973550-PLHP-830724000563.jpg,/product_image/ZOR/ZOR973550-PLHP-830724000563.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Reduces redness, Peach, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Reduces redness, Peach, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",BBB-Beauty Balm Cream-Peach,28.6,Yes,,BBB-Beauty Balm Cream-Peach,18.85,,,"Reduces redness, Peach, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,40ml,/product_image/ZOR/ZOR973550-PLHP-830724000563.jpg,/product_image/ZOR/ZOR973550-PLHP-830724000563.jpg,,1,6,,,/product_image/ZOR/ZOR973550-PLHP-830724000563.jpg,/product_image/ZOR/ZOR973550-PLHP-830724000563.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973550-PLHP-830724000563.jpg,BBB-Beauty Balm Cream-Peach,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973555-PLHP-830724000532,,Default,simple,Health & Beauty,Main Category,base,,,"BB Cream is also know as a ""Beauty Balm"" Cream. It is a hybrid between a day cream and a foundation. It is also a 2 in 1 cream, or rather 7 in 1 in the case of Zorah's BBB Cream: BIOrganic Beauty Balm! Hydrates + Illuminates +Unifies + Mattifies + Correct. With its light, non-greasy texture, BBB Cream is easy to apply, penetrates rapidly, and leaves a pleasant, refreshing feel.",,,,,/product_image/ZOR/ZOR973555-PLHP-830724000532.jpg,/product_image/ZOR/ZOR973555-PLHP-830724000532.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Reduces redness, Rose, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Reduces redness, Rose, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",BBB-Beauty Balm Cream-Rose,35.1,Yes,,BBB-Beauty Balm Cream-Rose,22.63,,,"Reduces redness, Rose, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,40ml,/product_image/ZOR/ZOR973555-PLHP-830724000532.jpg,/product_image/ZOR/ZOR973555-PLHP-830724000532.jpg,,1,6,,,/product_image/ZOR/ZOR973555-PLHP-830724000532.jpg,/product_image/ZOR/ZOR973555-PLHP-830724000532.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973555-PLHP-830724000532.jpg,BBB-Beauty Balm Cream-Rose,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973560-PLHP-830724000549,,Default,simple,Health & Beauty,Main Category,base,,,"BB Cream is also know as a ""Beauty Balm"" Cream. It is a hybrid between a day cream and a foundation. It is also a 2 in 1 cream, or rather 7 in 1 in the case of Zorah's BBB Cream: BIOrganic Beauty Balm! Hydrates + Illuminates +Unifies + Mattifies + Correct. With its light, non-greasy texture, BBB Cream is easy to apply, penetrates rapidly, and leaves a pleasant, refreshing feel.",,,,,/product_image/ZOR/ZOR973560-PLHP-830724000549.jpg,/product_image/ZOR/ZOR973560-PLHP-830724000549.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Reduces redness, Golden, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Reduces redness, Golden, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",BBB-Beauty Balm Cream Golden,60.78,Yes,,BBB-Beauty Balm Cream Golden,40.78,,,"Reduces redness, Golden, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,40ml,/product_image/ZOR/ZOR973560-PLHP-830724000549.jpg,/product_image/ZOR/ZOR973560-PLHP-830724000549.jpg,,1,6,,,/product_image/ZOR/ZOR973560-PLHP-830724000549.jpg,/product_image/ZOR/ZOR973560-PLHP-830724000549.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973560-PLHP-830724000549.jpg,BBB-Beauty Balm Cream Golden,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973565-PLHP-830724000556,,Default,simple,Health & Beauty,Main Category,base,,,"BB Cream is also know as a ""Beauty Balm"" Cream. It is a hybrid between a day cream and a foundation. It is also a 2 in 1 cream, or rather 7 in 1 in the case of Zorah's BBB Cream: BIOrganic Beauty Balm! Hydrates + Illuminates +Unifies + Mattifies + Correct. With its light, non-greasy texture, BBB Cream is easy to apply, penetrates rapidly, and leaves a pleasant, refreshing feel.",,,,,/product_image/ZOR/ZOR973565-PLHP-830724000556.jpg,/product_image/ZOR/ZOR973565-PLHP-830724000556.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Reduces redness, Caramel, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Reduces redness, Caramel, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",BBB-Beauty Balm Cream Caramel,63.7,Yes,,BBB-Beauty Balm Cream Caramel,39.78,,,"Reduces redness, Caramel, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,40ml,/product_image/ZOR/ZOR973565-PLHP-830724000556.jpg,/product_image/ZOR/ZOR973565-PLHP-830724000556.jpg,,1,6,,,/product_image/ZOR/ZOR973565-PLHP-830724000556.jpg,/product_image/ZOR/ZOR973565-PLHP-830724000556.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973565-PLHP-830724000556.jpg,BBB-Beauty Balm Cream Caramel,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973600-PLHP-830724000822,,Default,simple,Health & Beauty,Main Category,base,,,"Zorah biocosmetics presents the Freyja brush set. Goddess of love and beauty, Freyja, will make you a professional makeup artist! This set includes the washable and gorgeous Zorah pouch and a complete set of 5 makeup brushes made of eco-friendly wood and synthetic hair. Zorah brush set includes:Zorah brush # 1: Foundation, Zorah brush # 2: Concealer and eyeshadow, Zorah brush # 3: Eyeshadow, Zorah brush # 4: Eyeliner and eyeshadow, Zorah brush # 5: Lips",,,,,/product_image/ZOR/ZOR973600-PLHP-830724000822.jpg,/product_image/ZOR/ZOR973600-PLHP-830724000822.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Easy to use, Eco-friendly, Skin Care Products, Vegan, Gluten Free","Easy to use, Eco-friendly, Skin Care Products, Vegan, Gluten Free",freyja-Pocket with brushes,52,Yes,,freyja-Pocket with brushes,34.95,,,"Easy to use, Eco-friendly, Skin Care Products, Vegan, Gluten Free",,1 un,/product_image/ZOR/ZOR973600-PLHP-830724000822.jpg,/product_image/ZOR/ZOR973600-PLHP-830724000822.jpg,,1,6,,,/product_image/ZOR/ZOR973600-PLHP-830724000822.jpg,/product_image/ZOR/ZOR973600-PLHP-830724000822.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973600-PLHP-830724000822.jpg,freyja-Pocket with brushes,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
