sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,cost,country_of_manufacture,description,fcc_attribute,gallery,gift_message_available,harmonizedcode_attribute,image,image_label,is_bestseller,is_new,is_sale,item_height,item_length,item_width,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,msrp,msrp_enabled,nafta_attribute,name,price,ready_to_ship,required_options,short_description,sip_attribute,size,small_image,small_image_label,special_from_date,status,tax_class_id,textileindicator_attribute,textileman_attribute,thumbnail,thumbnail_label,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
ZOR973215-PLHP-094922103932,,Default,simple,Health & Beauty,Main Category,base,,,"A ly high-quality facial cleansing milk, ipsa gently cleans, purifies and hydrates your skin so well, it glows! Soft yet highly efficientt, ipsa can be used to remove makeup and mascara. Ipsa’s creamy texture gives skin a fresh and comfortable feeling.",,,,,/product_image/ZOR/ZOR973215-PLHP-094922103932.jpg,/product_image/ZOR/ZOR973215-PLHP-094922103932.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Cleanses and tones, Ipsa, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Cleanses and tones, Ipsa, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",Ipsa-2-in-1 Cleansing Milk,29.84,Yes,,Ipsa-2-in-1 Cleansing Milk,19.13,,,"Cleanses and tones, Ipsa, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,120 ml,/product_image/ZOR/ZOR973215-PLHP-094922103932.jpg,/product_image/ZOR/ZOR973215-PLHP-094922103932.jpg,,1,6,,,/product_image/ZOR/ZOR973215-PLHP-094922103932.jpg,/product_image/ZOR/ZOR973215-PLHP-094922103932.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973215-PLHP-094922103932.jpg,Ipsa-2-in-1 Cleansing Milk,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973255-PLHP-830724000914,,Default,simple,Health & Beauty,Main Category,base,,,"This anti-aging treatment is simply sublime. An indispensible scientific innovation in facial care with its plant base enriched with orthosilic acid (vegetable silica), Omega 3, 6 and 9, and more than 10% hyaluronic sodium. Sublime smoothes and plumps your skin naturally, without the harmful effects of chemical agents.",,,,,/product_image/ZOR/ZOR973255-PLHP-830724000914.jpg,/product_image/ZOR/ZOR973255-PLHP-830724000914.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Rich in squalene, vitamin E, Omega 3, 6 & 9, Sublime, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Rich in squalene, vitamin E, Omega 3, 6 & 9, Sublime, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",Sublime-Anti-Aging Night Treatment,32.05,Yes,,Sublime-Anti-Aging Night Treatment,21.42,,,"Rich in squalene, vitamin E, Omega 3, 6 & 9, Sublime, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,50 ml,/product_image/ZOR/ZOR973255-PLHP-830724000914.jpg,/product_image/ZOR/ZOR973255-PLHP-830724000914.jpg,,1,6,,,/product_image/ZOR/ZOR973255-PLHP-830724000914.jpg,/product_image/ZOR/ZOR973255-PLHP-830724000914.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973255-PLHP-830724000914.jpg,Sublime-Anti-Aging Night Treatment,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973260-PLHP-094922777300,,Default,simple,Health & Beauty,Main Category,base,,,"Sitala deeply tones, moisturizes and nourishes your skin! Exceptionally effective, sitala stimulates skin cell regeneration, leaving skin firm and toned. Sitala not only stands out for the quality and potency of its ingredients but also for its tightening effects that you can feel as you apply it. Sitala will make you look like you’ve had a natural “face lift”!",,,,,/product_image/ZOR/ZOR973260-PLHP-094922777300.jpg,/product_image/ZOR/ZOR973260-PLHP-094922777300.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Deep hydration & Tones skin, Sitala, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Deep hydration & Tones skin, Sitala, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",Sitala-Face Cream Hydrating&Toning,30.59,Yes,,Sitala-Face Cream Hydrating&Toning,21.25,,,"Deep hydration & Tones skin, Sitala, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,50 ml,/product_image/ZOR/ZOR973260-PLHP-094922777300.jpg,/product_image/ZOR/ZOR973260-PLHP-094922777300.jpg,,1,6,,,/product_image/ZOR/ZOR973260-PLHP-094922777300.jpg,/product_image/ZOR/ZOR973260-PLHP-094922777300.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973260-PLHP-094922777300.jpg,Sitala-Face Cream Hydrating&Toning,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973265-PLHP-830724000044,,Default,simple,Health & Beauty,Main Category,base,,,"Made from a unique formula of Argan, Chìa and Kendi oils, xia helps restore and renew softness and suppleness to dry to very dry skin in only one application. Its molecular structure, rich in antioxidants, flavonoids, and Omegas 3, 6 and 9, rejuvenates your skin with unparalleled effectiveness. Ideal for dry to very dry skin.",,,,,/product_image/ZOR/ZOR973265-PLHP-830724000044.jpg,/product_image/ZOR/ZOR973265-PLHP-830724000044.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Deeply hydrating, Xia, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Deeply hydrating, Xia, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",Xia-Face Cream Ultra Moisturizing,127.4,Yes,,Xia-Face Cream Ultra Moisturizing,84.9,,,"Deeply hydrating, Xia, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,50 ml,/product_image/ZOR/ZOR973265-PLHP-830724000044.jpg,/product_image/ZOR/ZOR973265-PLHP-830724000044.jpg,,1,6,,,/product_image/ZOR/ZOR973265-PLHP-830724000044.jpg,/product_image/ZOR/ZOR973265-PLHP-830724000044.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973265-PLHP-830724000044.jpg,Xia-Face Cream Ultra Moisturizing,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973270-PLHP-830724000891,,Default,simple,Health & Beauty,Main Category,base,,,"Rich and smooth, Maeva gives your skin a soft and satiny youthful appearance! Maeva’s molecular structure encourages skin cell renewal to restore the skin’s natural elasticity. The extraordinary combination of Argan, Chìa and Kendi oils make the skin more firm while giving it a supple and satiny appearance. The non greasy and smooth texture of this extraordinary body lotion will have everyone won over…",,,,,/product_image/ZOR/ZOR973270-PLHP-830724000891.jpg,/product_image/ZOR/ZOR973270-PLHP-830724000891.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Makes skin soft and silky, Maeva, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Makes skin soft and silky, Maeva, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",Maeva-Body Cream Silky Hydration,81.9,Yes,,Maeva-Body Cream Silky Hydration,53.76,,,"Makes skin soft and silky, Maeva, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,250 ml,/product_image/ZOR/ZOR973270-PLHP-830724000891.jpg,/product_image/ZOR/ZOR973270-PLHP-830724000891.jpg,,1,6,,,/product_image/ZOR/ZOR973270-PLHP-830724000891.jpg,/product_image/ZOR/ZOR973270-PLHP-830724000891.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973270-PLHP-830724000891.jpg,Maeva-Body Cream Silky Hydration,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973275-PLHP-830724000396,,Default,simple,Health & Beauty,Main Category,base,,,"Made with hemlock, a plant from northern Canada, as its base, inua has been specially designed for combination to oily skin. Inua controls and absorbs sebum while leaving your skin soft and satiny. Canadian hemlock calms and soothes irritated skin by purifying and reducing bacterial build-up. Inua: For matte and radiant skin!",,,,,/product_image/ZOR/ZOR973275-PLHP-830724000396.jpg,/product_image/ZOR/ZOR973275-PLHP-830724000396.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Purifies & soothes, Inua, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Purifies & soothes, Inua, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",Inua-Facial Cream,81.9,Yes,,Inua-Facial Cream,54.7,,,"Purifies & soothes, Inua, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,50 ml,/product_image/ZOR/ZOR973275-PLHP-830724000396.jpg,/product_image/ZOR/ZOR973275-PLHP-830724000396.jpg,,1,6,,,/product_image/ZOR/ZOR973275-PLHP-830724000396.jpg,/product_image/ZOR/ZOR973275-PLHP-830724000396.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973275-PLHP-830724000396.jpg,Inua-Facial Cream,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973280-PLHP-830724001119,,Default,simple,Health & Beauty,Main Category,base,,,"Zorah c-nature Anti-Aging Complex is the first anti-aging treatment with Vitamin C and Hyaluronic Acid certified by Ecocert in North America. By combining vitamin C, hyaluronic acid and argan oil, C-Nature has become the leading certified anti-aging product on the market. A must have for anyone who wants soft, radiant skin and a bright complexion, in a product that does not contain any ingredients that are toxic for humans or the environment.",,,,,/product_image/ZOR/ZOR973280-PLHP-830724001119.jpg,/product_image/ZOR/ZOR973280-PLHP-830724001119.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Vitamin C & Hyaluronic Acid, C-Nature, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Vitamin C & Hyaluronic Acid, C-Nature, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",C-nature,57.2,Yes,,C-nature,37.72,,,"Vitamin C & Hyaluronic Acid, C-Nature, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,50ml,/product_image/ZOR/ZOR973280-PLHP-830724001119.jpg,/product_image/ZOR/ZOR973280-PLHP-830724001119.jpg,,1,6,,,/product_image/ZOR/ZOR973280-PLHP-830724001119.jpg,/product_image/ZOR/ZOR973280-PLHP-830724001119.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973280-PLHP-830724001119.jpg,C-nature,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973300-PLHP-094922274403,,Default,simple,Health & Beauty,Main Category,base,,,"Used for thousands of years by Moroccans, Organic and Fair Trade cosmetic organic Argan oil is a fantastic way to revitalize skin, nails and hair. Zorah’s Pure Argan oil is produced by Berber women cooperatives in southern Morocco and is therefore 100% fair-trade and organic.",,,,,/product_image/ZOR/ZOR973300-PLHP-094922274403.jpg,/product_image/ZOR/ZOR973300-PLHP-094922274403.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Peronal Care, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Peronal Care, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",Organic Cosmetic Argan Oil,84.5,Yes,,Organic Cosmetic Argan Oil,56.34,,,"Peronal Care, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,30 ml,/product_image/ZOR/ZOR973300-PLHP-094922274403.jpg,/product_image/ZOR/ZOR973300-PLHP-094922274403.jpg,,1,6,,,/product_image/ZOR/ZOR973300-PLHP-094922274403.jpg,/product_image/ZOR/ZOR973300-PLHP-094922274403.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973300-PLHP-094922274403.jpg,Organic Cosmetic Argan Oil,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973305-PLHP-830724000402,,Default,simple,Health & Beauty,Main Category,base,,,"Used for thousands of years by Moroccans, Organic and Fair Trade cosmetic organic Argan oil is a fantastic way to revitalize skin, nails and hair. Zorah’s Pure Argan oil is produced by Berber women cooperatives in southern Morocco and is therefore 100% fair-trade and organic.",,,,,/product_image/ZOR/ZOR973305-PLHP-830724000402.jpg,/product_image/ZOR/ZOR973305-PLHP-830724000402.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Peronal Care, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Peronal Care, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",Organic Cosmetic Argan Oil,130,Yes,,Organic Cosmetic Argan Oil,81,,,"Peronal Care, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,100 ml,/product_image/ZOR/ZOR973305-PLHP-830724000402.jpg,/product_image/ZOR/ZOR973305-PLHP-830724000402.jpg,,1,6,,,/product_image/ZOR/ZOR973305-PLHP-830724000402.jpg,/product_image/ZOR/ZOR973305-PLHP-830724000402.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973305-PLHP-830724000402.jpg,Organic Cosmetic Argan Oil,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973310-PLHP-094922886729,,Default,simple,Health & Beauty,Main Category,base,,,"Argan oil contains large quantities of antioxidants such as Tocopherols and Vitamin E, Omega 3 and 9, Phytosterols, Sterols and Squalenes. Scientific studies have proven that Argan oil revitalizes skin, restores skin cells’ vital functions, repairs skin’s surface, and eliminates free radicals.Just like olive oil, which belongs to the same oleic and linoleic family, Argan oil contains 80% unsaturated fatty acids, yet is far superior to other oils due to its essential fatty acid content of 34% linoleic acid. These fatty acids contain specific nutritional and dietetic properties that make Argan oil very beneficial against cardiovascular diseases as well as skin dryness and aginging.",,,,,/product_image/ZOR/ZOR973310-PLHP-094922886729.jpg,/product_image/ZOR/ZOR973310-PLHP-094922886729.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Omega 3, 6 & 9, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free","Omega 3, 6 & 9, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",Culinary Argan Oil,68.27,Yes,,Culinary Argan Oil,47.43,,,"Omega 3, 6 & 9, Pure Argan, Organic, Skin Care Products, Vegan, Gluten Free",,200 ml,/product_image/ZOR/ZOR973310-PLHP-094922886729.jpg,/product_image/ZOR/ZOR973310-PLHP-094922886729.jpg,,1,6,,,/product_image/ZOR/ZOR973310-PLHP-094922886729.jpg,/product_image/ZOR/ZOR973310-PLHP-094922886729.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973310-PLHP-094922886729.jpg,Culinary Argan Oil,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973350-PLHP-830724000877,,Default,simple,Health & Beauty,Main Category,base,,,"Hani is the first and only after-sun skin care to offer the active benefits of an exclusive blend of Organic Argan, Chìa, and Kendi oils. Hani greatly reduces redness and sun damage. It instantly soothes and refreshes sun-exposed skin and rapidly regenerates dried-out skin. Hani is highly concentrated in Omega 3, 6 and 9, vitamin E, and anti-oxidants.",,,,,/product_image/ZOR/ZOR973350-PLHP-830724000877.jpg,/product_image/ZOR/ZOR973350-PLHP-830724000877.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Eases sunburn, Eco-Friendly, Organic, Skin Care Products, Vegan, Gluten Free","Eases sunburn, Eco-Friendly, Organic, Skin Care Products, Vegan, Gluten Free",Hani-After-Sun Treatment,54.36,Yes,,Hani-After-Sun Treatment,37.77,,,"Eases sunburn, Eco-Friendly, Organic, Skin Care Products, Vegan, Gluten Free",,150 ml,/product_image/ZOR/ZOR973350-PLHP-830724000877.jpg,/product_image/ZOR/ZOR973350-PLHP-830724000877.jpg,,1,6,,,/product_image/ZOR/ZOR973350-PLHP-830724000877.jpg,/product_image/ZOR/ZOR973350-PLHP-830724000877.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973350-PLHP-830724000877.jpg,Hani-After-Sun Treatment,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973355-PLHP-094922103925,,Default,simple,Health & Beauty,Main Category,base,,,"Dzhari is a hydrating mist that tightens and tones pores, leaving a very refreshing effect on skin. An incredibly potent yet refreshing mist, Dzhari moisturizes, softens and revitalizes skin. Rich in anti-oxidants and suitable for all skin types.",,,,,/product_image/ZOR/ZOR973355-PLHP-094922103925.jpg,/product_image/ZOR/ZOR973355-PLHP-094922103925.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Refreshes, hydrates, revitalizes, Organic, Skin Care Products, Vegan, Gluten Free","Refreshes, hydrates, revitalizes, Organic, Skin Care Products, Vegan, Gluten Free",Dzhari-toner,35.1,Yes,,Dzhari-toner,22.96,,,"Refreshes, hydrates, revitalizes, Organic, Skin Care Products, Vegan, Gluten Free",,100 ml,/product_image/ZOR/ZOR973355-PLHP-094922103925.jpg,/product_image/ZOR/ZOR973355-PLHP-094922103925.jpg,,1,6,,,/product_image/ZOR/ZOR973355-PLHP-094922103925.jpg,/product_image/ZOR/ZOR973355-PLHP-094922103925.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973355-PLHP-094922103925.jpg,Dzhari-toner,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOR973360-PLHP-094922777324,,Default,simple,Health & Beauty,Main Category,base,,,"Nyxe is zorah’s signature product, delivering results in less than 30 minutes. The Argan oil and ghassoul deeply penetrate the skin to clean, nourish and stabilize all sebaceous gland activity. Nyxe quickly diminishes skin’s redness, blotching, pimples, and the appearance of wrinkles and fine lines.Once nourished and moisturized, the skin appears firmer, smoother and softer.",,,,,/product_image/ZOR/ZOR973360-PLHP-094922777324.jpg,/product_image/ZOR/ZOR973360-PLHP-094922777324.jpg,No,No,No,4,4,4,Zorah Biocosmetics,,"Plumps, sculpts & revitalizes, Nyse, Eco-Friendly, Organic, Skin Care Products, Vegan, Gluten Free","Plumps, sculpts & revitalizes, Nyse, Eco-Friendly, Organic, Skin Care Products, Vegan, Gluten Free",Nyxe-High Efficiency Cream Mask,80.6,Yes,,Nyxe-High Efficiency Cream Mask,49.69,,,"Plumps, sculpts & revitalizes, Nyse, Eco-Friendly, Organic, Skin Care Products, Vegan, Gluten Free",,100 ml,/product_image/ZOR/ZOR973360-PLHP-094922777324.jpg,/product_image/ZOR/ZOR973360-PLHP-094922777324.jpg,,1,6,,,/product_image/ZOR/ZOR973360-PLHP-094922777324.jpg,/product_image/ZOR/ZOR973360-PLHP-094922777324.jpg,4,1,20,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/product_image/ZOR/ZOR973360-PLHP-094922777324.jpg,Nyxe-High Efficiency Cream Mask,1,0
,,,,Health & Beauty/Makeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Shop by Brand/Zorah Biocosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
